Categories,Average_Position,Clicks,Money_Spent,Channel,Location,Prospects,Paid,Total,Day,Month,Year
Reservations,5.0,1.0,2.5,GetApp,Australia,0.0,0,-2.5,14,Dec,2020
Reservations,6.0,1.0,12.0,Capterra,Canada,0.0,0,-12.0,14,Dec,2020
Reservations,5.0,1.0,12.0,GetApp,USA,0.0,0,-12.0,14,Dec,2020
Reservations,8.0,2.0,20.8,Capterra,USA,0.0,0,-20.8,14,Dec,2020
Yoga Studio,10.0,1.0,3.0,Capterra,UK,0.0,0,-3.0,14,Dec,2020
Class Registration,1.0,1.0,5.25,Capterra,UK,0.0,0,-5.25,15,Dec,2020
Class Registration,3.0,1.0,12.25,Software Advice,USA,0.0,0,-12.25,15,Dec,2020
Class Registration,3.0,2.0,26.5,GetApp,USA,0.0,0,-26.5,15,Dec,2020
Class Registration,5.33,3.0,33.5,Capterra,USA,0.0,0,-33.5,15,Dec,2020
Coaching,2.0,1.0,5.0,Capterra,Canada,0.0,0,-5.0,15,Dec,2020
Coaching,4.0,2.0,14.5,Capterra,USA,0.0,0,-14.5,15,Dec,2020
Membership Management,8.0,3.0,30.0,Capterra,Australia,0.0,0,-30.0,15,Dec,2020
Membership Management,12.0,2.0,20.5,GetApp,USA,0.0,0,-20.5,15,Dec,2020
Membership Management,8.0,1.0,10.75,Capterra,USA,0.0,0,-10.75,15,Dec,2020
Reservations,5.0,3.0,7.5,GetApp,Australia,0.0,0,-7.5,15,Dec,2020
Reservations,4.0,2.0,15.0,GetApp,Canada,0.0,0,-15.0,15,Dec,2020
Reservations,6.0,1.0,12.0,Capterra,Canada,0.0,0,-12.0,15,Dec,2020
Reservations,1.0,4.0,13.0,GetApp,Singapore,0.0,0,-13.0,15,Dec,2020
Reservations,8.0,1.0,10.4,Capterra,USA,0.0,0,-10.4,15,Dec,2020
Class Registration,1.0,2.0,17.0,Capterra,Canada,0.0,0,-17.0,16,Dec,2020
Class Registration,8.0,2.0,20.5,Capterra,USA,0.0,0,-20.5,16,Dec,2020
Coaching,2.0,1.0,4.5,Capterra,UK,0.0,0,-4.5,16,Dec,2020
Coaching,2.0,1.0,4.0,GetApp,USA,0.0,0,-4.0,16,Dec,2020
Fitness,22.0,2.0,23.5,Capterra,USA,0.0,0,-23.5,16,Dec,2020
Membership Management,8.0,1.0,10.0,Capterra,Australia,0.0,0,-10.0,16,Dec,2020
Membership Management,23.0,2.0,21.5,Capterra,USA,0.0,0,-21.5,16,Dec,2020
Membership Management,6.0,1.0,8.75,GetApp,Australia,0.0,0,-8.75,16,Dec,2020
Parks and Recreation,5.0,1.0,9.6,GetApp,USA,0.0,0,-9.6,16,Dec,2020
Reservations,5.0,1.0,5.75,Capterra,Australia,0.0,0,-5.75,16,Dec,2020
Reservations,8.0,1.0,10.4,Capterra,USA,0.0,0,-10.4,16,Dec,2020
Reservations,25.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,16,Dec,2020
Reservations,15.0,1.0,2.0,GetApp,Singapore,0.0,0,-2.0,16,Dec,2020
Reservations,1.0,1.0,3.5,Capterra,Singapore,0.0,0,-3.5,16,Dec,2020
Reservations,4.0,1.0,7.5,GetApp,Canada,0.0,0,-7.5,16,Dec,2020
Scheduling,7.0,1.0,3.0,Capterra,Singapore,1.0,0,-3.0,16,Dec,2020
Scheduling,21.0,1.0,7.25,Capterra,USA,0.0,0,-7.25,16,Dec,2020
Class Registration,6.5,4.0,41.0,Capterra,USA,1.0,0,-41.0,17,Dec,2020
Class Registration,3.0,2.0,26.5,GetApp,USA,0.0,0,-26.5,17,Dec,2020
Fitness,7.0,1.0,10.0,Capterra,Canada,0.0,0,-10.0,17,Dec,2020
Fitness,4.0,1.0,9.0,GetApp,USA,0.0,0,-9.0,17,Dec,2020
Fitness,8.0,2.0,23.5,Capterra,USA,0.0,0,-23.5,17,Dec,2020
Fitness,1.0,1.0,3.25,Capterra,Singapore,0.0,0,-3.25,17,Dec,2020
Membership Management,8.0,1.0,8.0,GetApp,Canada,0.0,0,-8.0,17,Dec,2020
Membership Management,12.0,1.0,10.15,Capterra,UK,0.0,0,-10.15,17,Dec,2020
Parks and Recreation,5.0,1.0,9.6,GetApp,USA,0.0,0,-9.6,17,Dec,2020
Reservations,15.0,1.0,2.0,GetApp,Singapore,0.0,0,-2.0,17,Dec,2020
Reservations,8.0,2.0,20.8,Capterra,USA,0.0,0,-20.8,17,Dec,2020
Reservations,5.0,1.0,10.4,GetApp,USA,0.0,0,-10.4,17,Dec,2020
Scheduling,6.0,2.0,7.0,Capterra,Singapore,0.0,0,-7.0,17,Dec,2020
Class Registration,1.0,1.0,8.5,Capterra,Canada,0.0,0,-8.5,18,Dec,2020
Class Registration,6.5,2.0,20.5,Capterra,USA,0.0,0,-20.5,18,Dec,2020
Coaching,4.0,3.0,21.75,Capterra,USA,0.0,0,-21.75,18,Dec,2020
Fitness,8.0,2.0,23.5,Capterra,USA,0.0,0,-23.5,18,Dec,2020
Membership Management,4.0,1.0,2.75,Capterra,Singapore,0.0,0,-2.75,18,Dec,2020
Reservations,25.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,18,Dec,2020
Reservations,8.0,1.0,10.4,Capterra,USA,0.0,0,-10.4,18,Dec,2020
Scheduling,5.0,1.0,4.0,Capterra,Singapore,0.0,0,-4.0,18,Dec,2020
Class Registration,0.0,1.0,8.5,Capterra,Canada,0.0,0,-8.5,19,Dec,2020
Coaching,2.0,1.0,4.5,Capterra,UK,0.0,0,-4.5,19,Dec,2020
Coaching,7.5,2.0,14.5,Capterra,USA,0.0,0,-14.5,19,Dec,2020
Fitness,8.0,1.0,11.75,Capterra,USA,0.0,0,-11.75,19,Dec,2020
Membership Management,35.0,1.0,9.75,Capterra,Canada,1.0,1788,1778.25,19,Dec,2020
Membership Management,8.0,1.0,10.75,Capterra,USA,0.0,0,-10.75,19,Dec,2020
Reservations,25.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,19,Dec,2020
Scheduling,12.0,1.0,3.25,GetApp,Australia,0.0,0,-3.25,19,Dec,2020
Scheduling,12.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,19,Dec,2020
Scheduling,16.0,1.0,5.25,GetApp,USA,0.0,0,-5.25,19,Dec,2020
Scheduling,5.0,1.0,4.0,Capterra,Singapore,0.0,0,-4.0,19,Dec,2020
Class Registration,1.0,1.0,13.25,GetApp,USA,0.0,0,-13.25,20,Dec,2020
Fitness,8.0,1.0,11.75,Capterra,USA,0.0,0,-11.75,20,Dec,2020
Reservations,5.0,1.0,10.4,GetApp,USA,0.0,0,-10.4,20,Dec,2020
Scheduling,3.0,1.0,5.25,GetApp,Singapore,0.0,0,-5.25,20,Dec,2020
Scheduling,16.0,1.0,5.25,GetApp,USA,0.0,0,-5.25,20,Dec,2020
Scheduling,10.0,2.0,12.0,Capterra,UK,0.0,0,-12.0,20,Dec,2020
Scheduling,3.0,1.0,4.25,Capterra,Singapore,0.0,0,-4.25,20,Dec,2020
Yoga Studio,29.0,2.0,4.0,GetApp,USA,0.0,0,-4.0,20,Dec,2020
Class Registration,1.0,1.0,5.5,Capterra,Australia,0.0,0,-5.5,21,Dec,2020
Class Registration,1.0,1.0,13.25,GetApp,USA,0.0,0,-13.25,21,Dec,2020
Class Registration,4.0,1.0,12.25,Software Advice,USA,0.0,0,-12.25,21,Dec,2020
Class Registration,1.0,1.0,5.25,Capterra,UK,0.0,0,-5.25,21,Dec,2020
Class Registration,1.0,1.0,6.5,Software Advice,Canada,0.0,0,-6.5,21,Dec,2020
Coaching,2.0,1.0,4.75,GetApp,Canada,0.0,0,-4.75,21,Dec,2020
Coaching,2.0,2.0,8.0,GetApp,USA,0.0,0,-8.0,21,Dec,2020
Fitness,4.0,1.0,10.25,Capterra,Australia,0.0,0,-10.25,21,Dec,2020
Fitness,8.0,2.0,24.0,Capterra,USA,0.0,0,-24.0,21,Dec,2020
Fitness,1.0,1.0,3.25,Capterra,Singapore,0.0,0,-3.25,21,Dec,2020
Fitness,1.0,1.0,2.5,GetApp,Singapore,0.0,0,-2.5,21,Dec,2020
Membership Management,8.0,2.0,20.0,Capterra,Australia,0.0,0,-20.0,21,Dec,2020
Membership Management,4.0,1.0,2.75,Capterra,Singapore,0.0,0,-2.75,21,Dec,2020
Membership Management,12.0,3.0,30.75,GetApp,USA,0.0,0,-30.75,21,Dec,2020
Reservations,2.0,1.0,2.0,Capterra,Singapore,0.0,0,-2.0,21,Dec,2020
Reservations,25.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,21,Dec,2020
Reservations,8.0,2.0,21.0,Capterra,USA,0.0,0,-21.0,21,Dec,2020
Scheduling,11.0,1.0,5.75,Capterra,Australia,0.0,0,-5.75,21,Dec,2020
Scheduling,3.0,1.0,4.25,Capterra,Singapore,0.0,0,-4.25,21,Dec,2020
Scheduling,10.0,4.0,24.0,Capterra,UK,0.0,0,-24.0,21,Dec,2020
Class Registration,1.0,3.0,25.5,Capterra,Canada,0.0,0,-25.5,22,Dec,2020
Coaching,2.0,2.0,10.0,Capterra,Canada,0.0,0,-10.0,22,Dec,2020
Fitness,4.0,1.0,9.0,GetApp,USA,0.0,0,-9.0,22,Dec,2020
Membership Management,18.5,2.0,20.5,Capterra,UK,0.0,0,-20.5,22,Dec,2020
Reservations,5.0,2.0,21.0,GetApp,USA,0.0,0,-21.0,22,Dec,2020
Scheduling,9.33,3.0,17.25,Capterra,Australia,0.0,0,-17.25,22,Dec,2020
Scheduling,14.0,2.0,9.0,GetApp,Canada,0.0,0,-9.0,22,Dec,2020
Scheduling,3.0,3.0,12.75,Capterra,Singapore,0.0,0,-12.75,22,Dec,2020
Scheduling,10.0,7.0,42.0,Capterra,UK,0.0,0,-42.0,22,Dec,2020
Scheduling,12.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,22,Dec,2020
Scheduling,15.0,1.0,5.25,GetApp,USA,0.0,0,-5.25,22,Dec,2020
Class Registration,8.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,23,Dec,2020
Class Registration,3.0,1.0,13.25,GetApp,USA,0.0,0,-13.25,23,Dec,2020
Coaching,4.0,1.0,7.25,Capterra,USA,0.0,0,-7.25,23,Dec,2020
Fitness,8.0,1.0,12.0,Capterra,USA,0.0,0,-12.0,23,Dec,2020
Membership Management,7.0,1.0,10.0,Capterra,Australia,0.0,0,-10.0,23,Dec,2020
Membership Management,11.0,1.0,9.75,Capterra,Canada,0.0,0,-9.75,23,Dec,2020
Membership Management,10.0,1.0,10.25,Capterra,UK,0.0,0,-10.25,23,Dec,2020
Membership Management,8.0,1.0,10.75,Capterra,USA,0.0,0,-10.75,23,Dec,2020
Parks and Recreation,4.0,1.0,9.6,GetApp,USA,0.0,0,-9.6,23,Dec,2020
Reservations,5.0,1.0,10.5,GetApp,USA,0.0,0,-10.5,23,Dec,2020
Scheduling,8.75,4.0,23.0,Capterra,Australia,0.0,0,-23.0,23,Dec,2020
Scheduling,3.0,4.0,17.0,Capterra,Singapore,0.0,0,-17.0,23,Dec,2020
Scheduling,10.0,4.0,24.0,Capterra,UK,0.0,0,-24.0,23,Dec,2020
Scheduling,10.0,4.0,41.0,Capterra,USA,0.0,0,-41.0,23,Dec,2020
Class Registration,1.0,1.0,8.75,Capterra,Canada,0.0,0,-8.75,24,Dec,2020
Coaching,4.0,1.0,7.25,Capterra,USA,0.0,0,-7.25,24,Dec,2020
Fitness,8.0,1.0,12.0,Capterra,USA,0.0,0,-12.0,24,Dec,2020
Membership Management,8.0,1.0,8.0,GetApp,Canada,0.0,0,-8.0,24,Dec,2020
Membership Management,12.0,1.0,10.25,GetApp,USA,0.0,0,-10.25,24,Dec,2020
Reservations,21.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,24,Dec,2020
Reservations,8.0,1.0,10.5,Capterra,USA,0.0,0,-10.5,24,Dec,2020
Scheduling,8.0,1.0,5.75,Capterra,Australia,0.0,0,-5.75,24,Dec,2020
Scheduling,10.0,21.0,215.25,Capterra,USA,1.0,0,-215.25,24,Dec,2020
Scheduling,13.0,1.0,4.5,GetApp,Canada,0.0,0,-4.5,24,Dec,2020
Coaching,4.0,1.0,7.25,Capterra,USA,0.0,0,-7.25,25,Dec,2020
Reservations,5.0,1.0,10.5,GetApp,USA,0.0,0,-10.5,25,Dec,2020
Scheduling,8.0,1.0,5.75,Capterra,Australia,0.0,0,-5.75,25,Dec,2020
Scheduling,9.71,17.0,174.25,Capterra,USA,1.0,1188,1013.75,25,Dec,2020
Scheduling,14.0,1.0,5.25,GetApp,USA,0.0,0,-5.25,25,Dec,2020
Scheduling,3.0,2.0,8.5,Capterra,Singapore,0.0,0,-8.5,25,Dec,2020
Class Registration,3.0,2.0,21.0,Software Advice,USA,0.0,0,-21.0,26,Dec,2020
Coaching,2.0,1.0,5.0,Capterra,Canada,0.0,0,-5.0,26,Dec,2020
Reservations,8.0,1.0,10.5,Capterra,USA,0.0,0,-10.5,26,Dec,2020
Scheduling,10.0,2.0,20.5,Capterra,USA,0.0,0,-20.5,26,Dec,2020
Class Registration,5.0,2.0,20.5,Capterra,USA,0.0,0,-20.5,27,Dec,2020
Coaching,5.0,3.0,21.75,Capterra,USA,0.0,0,-21.75,27,Dec,2020
Fitness,2.0,1.0,9.5,GetApp,Australia,0.0,0,-9.5,27,Dec,2020
Membership Management,7.0,1.0,10.0,Capterra,Australia,0.0,0,-10.0,27,Dec,2020
Membership Management,13.5,2.0,21.5,Capterra,USA,0.0,0,-21.5,27,Dec,2020
Membership Management,9.0,1.0,10.25,Capterra,UK,0.0,0,-10.25,27,Dec,2020
Reservations,16.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,27,Dec,2020
Reservations,13.0,1.0,2.0,GetApp,Singapore,0.0,0,-2.0,27,Dec,2020
Scheduling,12.0,1.0,5.25,Capterra,Australia,0.0,0,-5.25,27,Dec,2020
Scheduling,14.0,1.0,4.25,GetApp,UK,0.0,0,-4.25,27,Dec,2020
Scheduling,11.0,1.0,6.0,Capterra,UK,1.0,2388,2382.0,27,Dec,2020
Scheduling,3.0,3.0,12.75,Capterra,Singapore,0.0,0,-12.75,27,Dec,2020
Scheduling,3.0,2.0,10.5,GetApp,Singapore,0.0,0,-10.5,27,Dec,2020
Scheduling,13.0,1.0,4.5,GetApp,Canada,0.0,0,-4.5,27,Dec,2020
Class Registration,4.0,1.0,10.5,GetApp,USA,0.0,0,-10.5,28,Dec,2020
Class Registration,7.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,28,Dec,2020
Coaching,1.0,1.0,4.75,GetApp,UK,0.0,0,-4.75,28,Dec,2020
Coaching,1.0,1.0,4.0,GetApp,USA,0.0,0,-4.0,28,Dec,2020
Fitness,7.0,1.0,10.0,Capterra,Canada,0.0,0,-10.0,28,Dec,2020
Fitness,4.0,1.0,9.0,GetApp,USA,0.0,0,-9.0,28,Dec,2020
Fitness,7.0,4.0,48.0,Capterra,USA,0.0,0,-48.0,28,Dec,2020
Fitness,3.0,3.0,15.75,GetApp,UK,0.0,0,-15.75,28,Dec,2020
Membership Management,4.0,2.0,5.5,Capterra,Singapore,0.0,0,-5.5,28,Dec,2020
Membership Management,15.0,1.0,10.75,Capterra,USA,0.0,0,-10.75,28,Dec,2020
Membership Management,8.67,3.0,30.75,Capterra,UK,0.0,0,-30.75,28,Dec,2020
Reservations,6.0,2.0,21.0,Capterra,USA,0.0,0,-21.0,28,Dec,2020
Reservations,5.0,1.0,10.5,GetApp,USA,0.0,0,-10.5,28,Dec,2020
Scheduling,3.0,1.0,5.25,GetApp,Singapore,0.0,0,-5.25,28,Dec,2020
Scheduling,14.0,1.0,4.25,GetApp,UK,0.0,0,-4.25,28,Dec,2020
Scheduling,10.0,3.0,18.0,Capterra,UK,0.0,0,-18.0,28,Dec,2020
Class Registration,1.0,2.0,17.5,Capterra,Canada,0.0,0,-17.5,29,Dec,2020
Class Registration,7.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,29,Dec,2020
Class Registration,1.0,1.0,2.25,Capterra,Singapore,0.0,0,-2.25,29,Dec,2020
Dance Studio,22.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,29,Dec,2020
Fitness,3.0,2.0,10.5,GetApp,UK,0.0,0,-10.5,29,Dec,2020
Fitness,9.0,1.0,12.0,Capterra,USA,0.0,0,-12.0,29,Dec,2020
Membership Management,8.0,2.0,20.5,Capterra,UK,0.0,0,-20.5,29,Dec,2020
Membership Management,14.67,3.0,32.25,Capterra,USA,0.0,0,-32.25,29,Dec,2020
Membership Management,10.0,1.0,10.25,GetApp,USA,0.0,0,-10.25,29,Dec,2020
Membership Management,7.5,2.0,15.5,GetApp,UK,0.0,0,-15.5,29,Dec,2020
Scheduling,13.0,2.0,9.0,GetApp,Canada,0.0,0,-9.0,29,Dec,2020
Scheduling,14.0,1.0,6.5,Capterra,Canada,0.0,0,-6.5,29,Dec,2020
Scheduling,3.0,3.0,12.75,Capterra,Singapore,0.0,0,-12.75,29,Dec,2020
Scheduling,9.5,2.0,12.0,Capterra,UK,0.0,0,-12.0,29,Dec,2020
Scheduling,14.0,1.0,4.25,GetApp,UK,0.0,0,-4.25,29,Dec,2020
Scheduling,17.0,2.0,9.5,GetApp,USA,0.0,0,-9.5,29,Dec,2020
Class Registration,1.0,1.0,5.25,Software Advice,UK,0.0,0,-5.25,30,Dec,2020
Class Registration,7.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,30,Dec,2020
Class Registration,4.0,1.0,10.5,Software Advice,USA,1.0,0,-10.5,30,Dec,2020
Coaching,1.0,1.0,4.75,GetApp,Canada,0.0,0,-4.75,30,Dec,2020
Fitness,3.0,1.0,5.25,GetApp,UK,0.0,0,-5.25,30,Dec,2020
Membership Management,4.0,1.0,8.75,GetApp,Australia,1.0,0,-8.75,30,Dec,2020
Membership Management,6.67,3.0,24.0,Capterra,Australia,0.0,0,-24.0,30,Dec,2020
Membership Management,8.0,3.0,30.45,Capterra,UK,0.0,0,-30.45,30,Dec,2020
Parks and Recreation,12.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,30,Dec,2020
Reservations,8.0,2.0,21.0,Capterra,USA,0.0,0,-21.0,30,Dec,2020
Reservations,5.0,1.0,10.5,GetApp,USA,0.0,0,-10.5,30,Dec,2020
Scheduling,3.0,1.0,4.25,Capterra,Singapore,0.0,0,-4.25,30,Dec,2020
Scheduling,9.0,3.0,18.0,Capterra,UK,0.0,0,-18.0,30,Dec,2020
Class Registration,1.0,1.0,5.25,Capterra,UK,0.0,0,-5.25,31,Dec,2020
Class Registration,6.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,31,Dec,2020
Coaching,5.0,2.0,14.5,Capterra,USA,0.0,0,-14.5,31,Dec,2020
Fitness,5.0,1.0,7.5,Capterra,UK,0.0,0,-7.5,31,Dec,2020
Fitness,4.0,1.0,5.25,GetApp,UK,0.0,0,-5.25,31,Dec,2020
Membership Management,7.0,1.0,7.75,GetApp,UK,0.0,0,-7.75,31,Dec,2020
Membership Management,8.0,2.0,20.3,Capterra,UK,0.0,0,-20.3,31,Dec,2020
Membership Management,10.0,1.0,10.25,GetApp,USA,0.0,0,-10.25,31,Dec,2020
Membership Management,18.0,1.0,10.75,Capterra,USA,0.0,0,-10.75,31,Dec,2020
Reservations,20.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,31,Dec,2020
Reservations,8.0,1.0,10.4,Capterra,USA,0.0,0,-10.4,31,Dec,2020
Scheduling,11.0,1.0,3.25,GetApp,Australia,0.0,0,-3.25,31,Dec,2020
Scheduling,3.0,1.0,5.25,GetApp,Singapore,0.0,0,-5.25,31,Dec,2020
Class Registration,1.0,1.0,8.75,Capterra,Canada,0.0,0,-8.75,1,Jan,2021
Class Registration,3.0,2.0,24.5,GetApp,USA,0.0,0,-24.5,1,Jan,2021
Class Registration,1.0,1.0,5.25,Capterra,UK,0.0,0,-5.25,1,Jan,2021
Coaching,1.0,1.0,7.25,Capterra,USA,0.0,0,-7.25,1,Jan,2021
Dance Studio,22.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,1,Jan,2021
Fitness,9.0,1.0,12.0,Capterra,USA,0.0,0,-12.0,1,Jan,2021
Parks and Recreation,13.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,1,Jan,2021
Reservations,5.0,1.0,10.5,GetApp,USA,0.0,0,-10.5,1,Jan,2021
Scheduling,3.0,1.0,5.25,GetApp,Singapore,0.0,0,-5.25,1,Jan,2021
Scheduling,3.0,2.0,8.5,Capterra,Singapore,0.0,0,-8.5,1,Jan,2021
Class Registration,1.0,1.0,8.75,Capterra,Canada,0.0,0,-8.75,2,Jan,2021
Class Registration,8.0,2.0,21.0,Capterra,USA,0.0,0,-21.0,2,Jan,2021
Coaching,2.0,1.0,7.5,Capterra,UK,0.0,0,-7.5,2,Jan,2021
Coaching,7.5,2.0,14.5,Capterra,USA,0.0,0,-14.5,2,Jan,2021
Fitness,5.0,1.0,9.0,GetApp,USA,0.0,0,-9.0,2,Jan,2021
Membership Management,9.0,1.0,7.75,GetApp,Canada,0.0,0,-7.75,2,Jan,2021
Reservations,8.0,2.0,21.0,Capterra,USA,0.0,0,-21.0,2,Jan,2021
Scheduling,3.0,2.0,8.5,Capterra,Singapore,0.0,0,-8.5,2,Jan,2021
Scheduling,10.0,2.0,9.5,GetApp,USA,0.0,0,-9.5,2,Jan,2021
Yoga Studio,31.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,2,Jan,2021
Coaching,4.0,1.0,7.25,Capterra,USA,0.0,0,-7.25,3,Jan,2021
Fitness,5.0,2.0,18.5,Capterra,UK,0.0,0,-18.5,3,Jan,2021
Fitness,9.0,1.0,12.0,Capterra,USA,0.0,0,-12.0,3,Jan,2021
Fitness,4.0,1.0,5.25,GetApp,UK,0.0,0,-5.25,3,Jan,2021
Membership Management,7.0,1.0,10.0,Capterra,Australia,0.0,0,-10.0,3,Jan,2021
Membership Management,12.0,1.0,10.25,Capterra,UK,0.0,0,-10.25,3,Jan,2021
Membership Management,14.0,2.0,20.5,GetApp,USA,0.0,0,-20.5,3,Jan,2021
Reservations,5.0,3.0,31.5,GetApp,USA,0.0,0,-31.5,3,Jan,2021
Reservations,8.0,2.0,21.0,Capterra,USA,0.0,0,-21.0,3,Jan,2021
Scheduling,12.0,2.0,6.5,GetApp,Australia,0.0,0,-6.5,3,Jan,2021
Scheduling,15.0,1.0,4.25,GetApp,UK,0.0,0,-4.25,3,Jan,2021
Scheduling,3.0,4.0,17.0,Capterra,Singapore,0.0,0,-17.0,3,Jan,2021
Yoga Studio,19.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,3,Jan,2021
Class Registration,1.0,1.0,12.25,Software Advice,USA,0.0,0,-12.25,4,Jan,2021
Class Registration,4.0,2.0,21.0,GetApp,USA,0.0,0,-21.0,4,Jan,2021
Class Registration,9.0,2.0,20.5,Capterra,USA,0.0,0,-20.5,4,Jan,2021
Coaching,2.0,1.0,7.5,Capterra,UK,0.0,0,-7.5,4,Jan,2021
Coaching,3.0,1.0,4.0,GetApp,USA,0.0,0,-4.0,4,Jan,2021
Coaching,4.5,2.0,14.5,Capterra,USA,0.0,0,-14.5,4,Jan,2021
Coaching,2.0,1.0,4.75,GetApp,UK,0.0,0,-4.75,4,Jan,2021
Fitness,6.0,1.0,7.25,GetApp,Canada,0.0,0,-7.25,4,Jan,2021
Membership Management,7.0,2.0,20.0,Capterra,Australia,0.0,0,-20.0,4,Jan,2021
Membership Management,12.0,1.0,9.75,Capterra,Canada,0.0,0,-9.75,4,Jan,2021
Membership Management,4.0,1.0,2.75,Capterra,Singapore,0.0,0,-2.75,4,Jan,2021
Membership Management,10.0,1.0,7.75,GetApp,UK,0.0,0,-7.75,4,Jan,2021
Scheduling,14.0,1.0,4.5,GetApp,Canada,0.0,0,-4.5,4,Jan,2021
Scheduling,3.0,3.0,12.75,Capterra,Singapore,0.0,0,-12.75,4,Jan,2021
Scheduling,1.0,1.0,4.75,GetApp,USA,0.0,0,-4.75,4,Jan,2021
Class Registration,7.5,2.0,24.25,Capterra,USA,0.0,0,-24.25,5,Jan,2021
Class Registration,1.0,1.0,5.25,Capterra,UK,0.0,0,-5.25,5,Jan,2021
Coaching,1.0,1.0,3.0,GetApp,Singapore,0.0,0,-3.0,5,Jan,2021
Coaching,0.0,1.0,7.25,Capterra,USA,0.0,0,-7.25,5,Jan,2021
Fitness,6.0,1.0,9.25,Capterra,Australia,0.0,0,-9.25,5,Jan,2021
Fitness,9.0,1.0,12.0,Capterra,USA,0.0,0,-12.0,5,Jan,2021
Membership Management,10.0,1.0,7.75,GetApp,UK,0.0,0,-7.75,5,Jan,2021
Parks and Recreation,2.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,5,Jan,2021
Reservations,18.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,5,Jan,2021
Scheduling,12.0,1.0,5.25,Capterra,Australia,0.0,0,-5.25,5,Jan,2021
Scheduling,1.0,8.0,42.0,Capterra,Singapore,0.0,0,-42.0,5,Jan,2021
Scheduling,14.0,1.0,6.0,Capterra,UK,0.0,0,-6.0,5,Jan,2021
Scheduling,8.0,3.0,29.25,Capterra,USA,0.0,0,-29.25,5,Jan,2021
Class Registration,3.0,1.0,13.75,GetApp,USA,0.0,0,-13.75,6,Jan,2021
Class Registration,7.0,1.0,12.25,Capterra,USA,0.0,0,-12.25,6,Jan,2021
Coaching,12.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,6,Jan,2021
Coaching,11.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,6,Jan,2021
Membership Management,1.0,3.0,34.5,GetApp,Australia,0.0,0,-34.5,6,Jan,2021
Membership Management,22.0,1.0,10.75,Capterra,USA,0.0,0,-10.75,6,Jan,2021
Membership Management,19.0,1.0,5.75,GetApp,USA,0.0,0,-5.75,6,Jan,2021
Membership Management,1.0,2.0,20.5,Capterra,Singapore,0.0,0,-20.5,6,Jan,2021
Scheduling,39.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,6,Jan,2021
Scheduling,1.0,5.0,26.25,Capterra,Singapore,0.0,0,-26.25,6,Jan,2021
Scheduling,16.0,3.0,15.75,GetApp,USA,0.0,0,-15.75,6,Jan,2021
Class Registration,1.0,1.0,5.25,Capterra,UK,0.0,0,-5.25,7,Jan,2021
Class Registration,8.0,2.0,24.5,Capterra,USA,0.0,0,-24.5,7,Jan,2021
Dance Studio,32.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,7,Jan,2021
Fitness,22.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,7,Jan,2021
Membership Management,9.0,2.0,21.5,Capterra,Canada,0.0,0,-21.5,7,Jan,2021
Membership Management,10.0,2.0,29.0,Capterra,UK,0.0,0,-29.0,7,Jan,2021
Membership Management,20.0,2.0,26.5,Capterra,USA,0.0,0,-26.5,7,Jan,2021
Parks and Recreation,9.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,7,Jan,2021
Parks and Recreation,13.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,7,Jan,2021
Reservations,17.0,2.0,4.0,GetApp,Australia,0.0,0,-4.0,7,Jan,2021
Scheduling,1.0,6.0,31.5,Capterra,Singapore,0.0,0,-31.5,7,Jan,2021
Scheduling,8.0,5.0,33.75,Capterra,UK,0.0,0,-33.75,7,Jan,2021
Scheduling,12.0,1.0,10.5,Capterra,USA,0.0,0,-10.5,7,Jan,2021
Class Registration,9.0,2.0,10.0,GetApp,USA,0.0,0,-10.0,8,Jan,2021
Coaching,11.5,2.0,4.0,Capterra,USA,0.0,0,-4.0,8,Jan,2021
Membership Management,1.0,1.0,11.5,GetApp,Australia,0.0,0,-11.5,8,Jan,2021
