Categories,Average_Position,Clicks,Money_Spent,Channel,Location,Prospects,Paid,Total,Day,Month,Year
Reservations,7.0,1.0,7.5,GetApp,UK,0.0,0,-7.5,2,Mar,2021
Reservations,18.0,1.0,2.0,Capterra,Singapore,0.0,0,-2.0,2,Mar,2021
Scheduling,1.0,2.0,11.0,Capterra,Singapore,0.0,0,-11.0,2,Mar,2021
Scheduling,51.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,2,Mar,2021
Yoga Studio,18.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,2,Mar,2021
Yoga Studio,29.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,2,Mar,2021
Class Registration,11.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,3,Mar,2021
Class Registration,6.0,2.0,23.0,Capterra,USA,0.0,0,-23.0,3,Mar,2021
Coaching,13.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,3,Mar,2021
Fitness,30.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,3,Mar,2021
Fitness,1.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,3,Mar,2021
Membership Management,14.0,1.0,2.0,Capterra,Singapore,0.0,0,-2.0,3,Mar,2021
Membership Management,6.0,1.0,10.25,GetApp,UK,0.0,0,-10.25,3,Mar,2021
Parks and Recreation,2.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,3,Mar,2021
Reservations,7.0,1.0,7.5,GetApp,UK,0.0,0,-7.5,3,Mar,2021
Reservations,10.0,1.0,10.75,Capterra,USA,0.0,0,-10.75,3,Mar,2021
Reservations,5.0,3.0,31.5,GetApp,USA,0.0,0,-31.5,3,Mar,2021
Scheduling,1.0,3.0,16.5,Capterra,Singapore,0.0,0,-16.5,3,Mar,2021
Class Registration,7.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,4,Mar,2021
Coaching,9.0,3.0,6.0,Capterra,USA,0.0,0,-6.0,4,Mar,2021
Fitness,23.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,4,Mar,2021
Membership Management,13.0,1.0,2.0,Capterra,USA,1.0,0,-2.0,4,Mar,2021
Parks and Recreation,1.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,4,Mar,2021
Reservations,1.0,1.0,3.75,GetApp,Singapore,0.0,0,-3.75,4,Mar,2021
Reservations,5.0,1.0,10.5,GetApp,USA,0.0,0,-10.5,4,Mar,2021
Reservations,10.0,2.0,21.5,Capterra,USA,1.0,549,527.5,4,Mar,2021
Reservations,7.0,1.0,7.5,GetApp,UK,0.0,0,-7.5,4,Mar,2021
Scheduling,1.0,1.0,5.5,Capterra,Singapore,0.0,0,-5.5,4,Mar,2021
Class Registration,12.0,1.0,2.0,Software Advice,USA,0.0,0,-2.0,5,Mar,2021
Class Registration,6.33,3.0,34.5,Capterra,USA,1.0,0,-34.5,5,Mar,2021
Membership Management,5.0,1.0,10.25,GetApp,UK,0.0,0,-10.25,5,Mar,2021
Parks and Recreation,17.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,5,Mar,2021
Reservations,34.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,5,Mar,2021
Reservations,5.0,2.0,21.0,GetApp,USA,1.0,0,-21.0,5,Mar,2021
Scheduling,1.0,5.0,27.5,Capterra,Singapore,0.0,0,-27.5,5,Mar,2021
Scheduling,11.0,1.0,9.75,Capterra,USA,0.0,0,-9.75,5,Mar,2021
Scheduling,21.0,1.0,2.0,GetApp,Singapore,0.0,0,-2.0,5,Mar,2021
Coaching,1.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,6,Mar,2021
Reservations,7.0,3.0,22.5,GetApp,UK,0.0,0,-22.5,6,Mar,2021
Scheduling,1.0,2.0,11.0,Capterra,Singapore,0.0,0,-11.0,6,Mar,2021
Scheduling,3.0,1.0,9.75,Capterra,USA,0.0,0,-9.75,6,Mar,2021
Class Registration,4.0,2.0,23.0,Capterra,USA,0.0,0,-23.0,7,Mar,2021
Coaching,1.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,7,Mar,2021
Membership Management,13.0,1.0,8.5,GetApp,USA,0.0,0,-8.5,7,Mar,2021
Membership Management,1.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,7,Mar,2021
Reservations,7.0,3.0,22.5,GetApp,UK,0.0,0,-22.5,7,Mar,2021
Reservations,5.0,1.0,10.5,GetApp,USA,0.0,0,-10.5,7,Mar,2021
Reservations,10.0,1.0,10.75,Capterra,USA,1.0,0,-10.75,7,Mar,2021
Scheduling,1.0,3.0,16.5,Capterra,Singapore,0.0,0,-16.5,7,Mar,2021
Scheduling,46.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,7,Mar,2021
Yoga Studio,28.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,7,Mar,2021
Class Registration,6.0,1.0,11.5,Capterra,USA,0.0,0,-11.5,8,Mar,2021
Coaching,14.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,8,Mar,2021
Coaching,12.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,8,Mar,2021
Coaching,12.75,4.0,8.0,Capterra,USA,0.0,0,-8.0,8,Mar,2021
Fitness,24.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,8,Mar,2021
Membership Management,14.0,1.0,2.0,Capterra,Singapore,0.0,0,-2.0,8,Mar,2021
Membership Management,10.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,8,Mar,2021
Parks and Recreation,12.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,8,Mar,2021
Reservations,10.0,2.0,21.5,Capterra,USA,1.0,0,-21.5,8,Mar,2021
Reservations,5.0,1.0,10.5,GetApp,USA,0.0,0,-10.5,8,Mar,2021
Scheduling,1.0,1.0,5.5,Capterra,Singapore,0.0,0,-5.5,8,Mar,2021
Scheduling,10.8,5.0,48.5,Capterra,USA,0.0,0,-48.5,8,Mar,2021
Class Registration,6.0,2.0,23.0,Capterra,USA,0.0,0,-23.0,9,Mar,2021
Coaching,14.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,9,Mar,2021
Coaching,13.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,9,Mar,2021
Coaching,1.0,1.0,2.0,GetApp,Singapore,0.0,0,-2.0,9,Mar,2021
Fitness,5.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,9,Mar,2021
Membership Management,1.0,1.0,2.0,Capterra,Singapore,0.0,0,-2.0,9,Mar,2021
Parks and Recreation,12.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,9,Mar,2021
Reservations,2.0,1.0,3.75,GetApp,Singapore,0.0,0,-3.75,9,Mar,2021
Reservations,10.0,3.0,32.25,Capterra,USA,0.0,0,-32.25,9,Mar,2021
Reservations,5.0,2.0,21.0,GetApp,USA,0.0,0,-21.0,9,Mar,2021
Reservations,7.0,4.0,30.0,GetApp,UK,0.0,0,-30.0,9,Mar,2021
Scheduling,1.0,6.0,33.0,Capterra,Singapore,0.0,0,-33.0,9,Mar,2021
Scheduling,13.0,1.0,9.5,Capterra,USA,0.0,0,-9.5,9,Mar,2021
Class Registration,7.0,2.0,23.0,Capterra,USA,0.0,0,-23.0,10,Mar,2021
Class Registration,16.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,10,Mar,2021
Coaching,11.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,10,Mar,2021
Coaching,14.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,10,Mar,2021
Fitness,30.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,10,Mar,2021
Membership Management,53.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,10,Mar,2021
Membership Management,13.0,1.0,8.5,GetApp,USA,0.0,0,-8.5,10,Mar,2021
Reservations,2.0,3.0,11.25,GetApp,Singapore,0.0,0,-11.25,10,Mar,2021
Reservations,10.0,3.0,32.25,Capterra,USA,0.0,0,-32.25,10,Mar,2021
Reservations,7.0,2.0,15.0,GetApp,UK,0.0,0,-15.0,10,Mar,2021
Scheduling,1.0,5.0,27.5,Capterra,Singapore,0.0,0,-27.5,10,Mar,2021
Scheduling,13.0,1.0,9.5,Capterra,USA,0.0,0,-9.5,10,Mar,2021
Scheduling,46.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,10,Mar,2021
Class Registration,7.0,2.0,23.0,Capterra,USA,0.0,0,-23.0,11,Mar,2021
Coaching,12.0,1.0,2.0,Capterra,Australia,1.0,0,-2.0,11,Mar,2021
Fitness,10.0,1.0,2.0,Capterra,Singapore,0.0,0,-2.0,11,Mar,2021
Membership Management,5.0,1.0,10.25,GetApp,UK,0.0,0,-10.25,11,Mar,2021
Membership Management,13.0,2.0,17.0,GetApp,USA,0.0,0,-17.0,11,Mar,2021
Reservations,10.0,1.0,10.75,Capterra,USA,0.0,0,-10.75,11,Mar,2021
Reservations,5.0,1.0,10.5,GetApp,USA,1.0,1788,1777.5,11,Mar,2021
Scheduling,13.0,1.0,9.5,Capterra,USA,0.0,0,-9.5,11,Mar,2021
Swim School,9.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,11,Mar,2021
Class Registration,6.5,2.0,23.0,Capterra,USA,1.0,0,-23.0,12,Mar,2021
Fitness,19.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,12,Mar,2021
Membership Management,63.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,12,Mar,2021
Membership Management,13.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,12,Mar,2021
Membership Management,5.0,1.0,10.25,GetApp,UK,0.0,0,-10.25,12,Mar,2021
Reservations,22.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,12,Mar,2021
Reservations,5.0,2.0,21.0,GetApp,USA,0.0,0,-21.0,12,Mar,2021
Reservations,7.0,1.0,7.5,GetApp,UK,0.0,0,-7.5,12,Mar,2021
Reservations,2.0,1.0,3.75,GetApp,Singapore,0.0,0,-3.75,12,Mar,2021
Scheduling,1.0,3.0,16.5,Capterra,Singapore,0.0,0,-16.5,12,Mar,2021
Swim School,8.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,12,Mar,2021
Coaching,11.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,13,Mar,2021
Membership Management,5.0,1.0,10.25,GetApp,UK,0.0,0,-10.25,13,Mar,2021
Membership Management,13.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,13,Mar,2021
Reservations,7.0,1.0,7.5,GetApp,UK,0.0,0,-7.5,13,Mar,2021
Reservations,10.0,1.0,10.75,Capterra,USA,0.0,0,-10.75,13,Mar,2021
Scheduling,1.0,5.0,27.5,Capterra,Singapore,0.0,0,-27.5,13,Mar,2021
Class Registration,2.0,5.0,57.5,Capterra,USA,1.0,0,-57.5,14,Mar,2021
Membership Management,5.0,1.0,10.25,GetApp,UK,0.0,0,-10.25,14,Mar,2021
Membership Management,12.0,1.0,8.5,GetApp,USA,0.0,0,-8.5,14,Mar,2021
Reservations,22.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,14,Mar,2021
Reservations,10.0,2.0,21.5,Capterra,USA,0.0,0,-21.5,14,Mar,2021
Reservations,7.0,1.0,7.5,GetApp,UK,0.0,0,-7.5,14,Mar,2021
Scheduling,1.0,4.0,22.0,Capterra,Singapore,0.0,0,-22.0,14,Mar,2021
Swim School,1.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,14,Mar,2021
Yoga Studio,18.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,14,Mar,2021
Class Registration,7.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,15,Mar,2021
Class Registration,7.0,1.0,2.0,Software Advice,USA,0.0,0,-2.0,15,Mar,2021
Class Registration,2.67,3.0,39.5,Capterra,USA,0.0,0,-39.5,15,Mar,2021
Class Registration,6.0,2.0,4.0,Capterra,UK,0.0,0,-4.0,15,Mar,2021
Coaching,0.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,15,Mar,2021
Dance Studio,30.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,15,Mar,2021
Membership Management,5.0,1.0,10.25,GetApp,UK,1.0,0,-10.25,15,Mar,2021
Membership Management,5.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,15,Mar,2021
Reservations,6.0,1.0,7.5,GetApp,UK,0.0,0,-7.5,15,Mar,2021
Reservations,9.0,1.0,10.75,Capterra,USA,0.0,0,-10.75,15,Mar,2021
Scheduling,1.0,3.0,16.5,Capterra,Singapore,0.0,0,-16.5,15,Mar,2021
Scheduling,14.0,1.0,9.5,Capterra,USA,0.0,0,-9.5,15,Mar,2021
Swim School,1.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,15,Mar,2021
Swim School,1.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,15,Mar,2021
Yoga Studio,13.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,15,Mar,2021
Class Registration,5.0,1.0,16.5,Capterra,USA,0.0,0,-16.5,16,Mar,2021
Coaching,13.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,16,Mar,2021
Coaching,10.0,4.0,8.0,Capterra,USA,0.0,0,-8.0,16,Mar,2021
Membership Management,5.0,1.0,10.25,GetApp,UK,0.0,0,-10.25,16,Mar,2021
Membership Management,13.0,1.0,8.5,GetApp,USA,0.0,0,-8.5,16,Mar,2021
Parks and Recreation,10.0,2.0,4.0,Capterra,USA,0.0,0,-4.0,16,Mar,2021
Reservations,32.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,16,Mar,2021
Reservations,5.0,2.0,21.0,GetApp,USA,0.0,0,-21.0,16,Mar,2021
Reservations,9.0,3.0,32.25,Capterra,USA,1.0,2100,2067.75,16,Mar,2021
Reservations,6.0,2.0,15.0,GetApp,UK,0.0,0,-15.0,16,Mar,2021
Scheduling,71.0,2.0,4.0,GetApp,USA,0.0,0,-4.0,16,Mar,2021
Swim School,11.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,16,Mar,2021
Class Registration,7.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,17,Mar,2021
Class Registration,5.5,2.0,29.0,Capterra,USA,0.0,0,-29.0,17,Mar,2021
Fitness,22.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,17,Mar,2021
Fitness,14.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,17,Mar,2021
Fitness,1.0,1.0,2.0,GetApp,USA,1.0,0,-2.0,17,Mar,2021
Membership Management,5.0,2.0,20.5,Capterra,USA,0.0,0,-20.5,17,Mar,2021
Membership Management,13.0,1.0,8.5,GetApp,USA,0.0,0,-8.5,17,Mar,2021
Parks and Recreation,3.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,17,Mar,2021
Reservations,2.0,2.0,7.5,GetApp,Singapore,0.0,0,-7.5,17,Mar,2021
Reservations,9.33,3.0,32.25,Capterra,USA,0.0,0,-32.25,17,Mar,2021
Class Registration,1.0,1.0,2.0,Software Advice,Australia,0.0,0,-2.0,18,Mar,2021
Class Registration,9.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,18,Mar,2021
Class Registration,7.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,18,Mar,2021
Membership Management,3.0,1.0,9.75,Capterra,Singapore,0.0,0,-9.75,18,Mar,2021
Membership Management,63.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,18,Mar,2021
Membership Management,22.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,18,Mar,2021
Reservations,7.0,1.0,7.5,GetApp,UK,0.0,0,-7.5,18,Mar,2021
Reservations,5.0,2.0,21.0,GetApp,USA,0.0,0,-21.0,18,Mar,2021
Swim School,7.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,18,Mar,2021
Class Registration,5.0,4.0,58.0,Capterra,USA,0.0,0,-58.0,19,Mar,2021
Coaching,9.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,19,Mar,2021
Membership Management,40.5,2.0,4.0,Capterra,UK,0.0,0,-4.0,19,Mar,2021
Membership Management,5.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,19,Mar,2021
Parks and Recreation,2.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,19,Mar,2021
Parks and Recreation,16.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,19,Mar,2021
Reservations,33.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,19,Mar,2021
Reservations,5.0,1.0,10.4,GetApp,USA,0.0,0,-10.4,19,Mar,2021
Reservations,10.0,1.0,10.75,Capterra,USA,0.0,0,-10.75,19,Mar,2021
Reservations,7.0,2.0,15.0,GetApp,UK,0.0,0,-15.0,19,Mar,2021
Scheduling,9.33,3.0,29.25,Capterra,USA,0.0,0,-29.25,19,Mar,2021
Class Registration,9.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,20,Mar,2021
Coaching,10.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,20,Mar,2021
Membership Management,3.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,20,Mar,2021
Reservations,2.0,2.0,7.5,GetApp,Singapore,0.0,0,-7.5,20,Mar,2021
Reservations,10.0,2.0,21.5,Capterra,USA,0.0,0,-21.5,20,Mar,2021
Reservations,5.0,1.0,10.4,GetApp,USA,0.0,0,-10.4,20,Mar,2021
Class Registration,3.0,1.0,14.5,Capterra,USA,1.0,0,-14.5,21,Mar,2021
Fitness,33.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,21,Mar,2021
Membership Management,37.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,21,Mar,2021
Membership Management,22.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,21,Mar,2021
Parks and Recreation,2.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,21,Mar,2021
Reservations,7.0,1.0,7.5,GetApp,UK,0.0,0,-7.5,21,Mar,2021
Reservations,4.5,2.0,20.8,GetApp,USA,0.0,0,-20.8,21,Mar,2021
Scheduling,4.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,21,Mar,2021
Scheduling,12.0,1.0,9.25,Capterra,USA,0.0,0,-9.25,21,Mar,2021
Class Registration,3.0,1.0,14.5,Capterra,USA,0.0,0,-14.5,22,Mar,2021
Coaching,10.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,22,Mar,2021
Dance Studio,19.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,22,Mar,2021
Membership Management,3.0,1.0,9.75,Capterra,Singapore,0.0,0,-9.75,22,Mar,2021
Membership Management,3.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,22,Mar,2021
Membership Management,40.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,22,Mar,2021
Parks and Recreation,1.0,2.0,4.0,GetApp,Australia,0.0,0,-4.0,22,Mar,2021
Reservations,26.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,22,Mar,2021
Reservations,4.0,3.0,31.2,GetApp,USA,0.0,0,-31.2,22,Mar,2021
Reservations,9.0,2.0,21.5,Capterra,USA,0.0,0,-21.5,22,Mar,2021
Scheduling,66.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,22,Mar,2021
Yoga Studio,5.0,2.0,25.75,Capterra,USA,0.0,0,-25.75,22,Mar,2021
Coaching,1.0,1.0,2.0,GetApp,Singapore,0.0,0,-2.0,23,Mar,2021
Coaching,0.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,23,Mar,2021
Dance Studio,19.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,23,Mar,2021
Membership Management,20.0,1.0,10.25,Capterra,USA,0.0,0,-10.25,23,Mar,2021
Parks and Recreation,1.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,23,Mar,2021
Reservations,2.0,1.0,3.75,GetApp,Singapore,0.0,0,-3.75,23,Mar,2021
Reservations,4.0,1.0,10.4,GetApp,USA,0.0,0,-10.4,23,Mar,2021
Reservations,8.5,2.0,21.5,Capterra,USA,0.0,0,-21.5,23,Mar,2021
Reservations,7.0,1.0,7.5,GetApp,UK,0.0,0,-7.5,23,Mar,2021
Coaching,9.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,24,Mar,2021
Dance Studio,21.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,24,Mar,2021
Membership Management,12.5,2.0,11.0,GetApp,UK,0.0,0,-11.0,24,Mar,2021
Membership Management,15.67,3.0,30.75,Capterra,USA,0.0,0,-30.75,24,Mar,2021
Membership Management,58.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,24,Mar,2021
Reservations,2.0,1.0,3.75,GetApp,Singapore,0.0,0,-3.75,24,Mar,2021
Reservations,7.0,1.0,7.5,GetApp,UK,0.0,0,-7.5,24,Mar,2021
Reservations,9.0,1.0,10.75,Capterra,USA,0.0,0,-10.75,24,Mar,2021
Reservations,4.0,2.0,20.8,GetApp,USA,0.0,0,-20.8,24,Mar,2021
Swim School,7.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,24,Mar,2021
Class Registration,5.0,1.0,14.5,Capterra,USA,0.0,0,-14.5,25,Mar,2021
Membership Management,40.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,25,Mar,2021
Membership Management,57.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,25,Mar,2021
Membership Management,16.0,2.0,20.5,Capterra,USA,0.0,0,-20.5,25,Mar,2021
Membership Management,13.0,1.0,5.5,GetApp,UK,0.0,0,-5.5,25,Mar,2021
Parks and Recreation,15.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,25,Mar,2021
Reservations,6.5,2.0,15.0,GetApp,UK,0.0,0,-15.0,25,Mar,2021
Reservations,8.75,4.0,43.0,Capterra,USA,0.0,0,-43.0,25,Mar,2021
Reservations,4.0,1.0,10.4,GetApp,USA,0.0,0,-10.4,25,Mar,2021
Scheduling,38.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,25,Mar,2021
Scheduling,13.0,2.0,18.5,Capterra,USA,0.0,0,-18.5,25,Mar,2021
Yoga Studio,6.0,2.0,25.5,Capterra,USA,0.0,0,-25.5,25,Mar,2021
Class Registration,11.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,26,Mar,2021
Class Registration,5.0,1.0,14.5,Capterra,USA,0.0,0,-14.5,26,Mar,2021
Coaching,6.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,26,Mar,2021
Membership Management,4.0,1.0,2.75,Capterra,Singapore,0.0,0,-2.75,26,Mar,2021
Membership Management,39.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,26,Mar,2021
Membership Management,5.0,2.0,20.5,Capterra,USA,0.0,0,-20.5,26,Mar,2021
Parks and Recreation,9.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,26,Mar,2021
Reservations,9.0,1.0,10.75,Capterra,USA,0.0,0,-10.75,26,Mar,2021
Reservations,4.0,2.0,20.8,GetApp,USA,0.0,0,-20.8,26,Mar,2021
Scheduling,13.0,1.0,9.25,Capterra,USA,0.0,0,-9.25,26,Mar,2021
Yoga Studio,8.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,26,Mar,2021
Yoga Studio,24.0,1.0,2.0,Software Advice,USA,0.0,0,-2.0,26,Mar,2021
Yoga Studio,6.0,1.0,12.75,Capterra,USA,0.0,0,-12.75,26,Mar,2021
Class Registration,2.0,1.0,14.5,Capterra,USA,0.0,0,-14.5,27,Mar,2021
Reservations,6.0,1.0,7.5,GetApp,UK,0.0,0,-7.5,27,Mar,2021
Reservations,4.0,1.0,10.4,GetApp,USA,0.0,0,-10.4,27,Mar,2021
Reservations,9.0,1.0,10.4,Capterra,USA,0.0,0,-10.4,27,Mar,2021
Class Registration,2.33,3.0,43.5,Capterra,USA,0.0,0,-43.5,28,Mar,2021
Coaching,9.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,28,Mar,2021
Dance Studio,26.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,28,Mar,2021
Parks and Recreation,11.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,28,Mar,2021
Reservations,4.0,1.0,10.4,GetApp,USA,0.0,0,-10.4,28,Mar,2021
Reservations,7.0,1.0,10.4,Capterra,USA,0.0,0,-10.4,28,Mar,2021
Scheduling,36.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,28,Mar,2021
Yoga Studio,24.0,1.0,2.0,GetApp,USA,0.0,0,-2.0,28,Mar,2021
Class Registration,4.0,5.0,72.5,Capterra,USA,0.0,0,-72.5,29,Mar,2021
Membership Management,1.0,1.0,2.0,Capterra,UK,0.0,0,-2.0,29,Mar,2021
Parks and Recreation,8.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,29,Mar,2021
Reservations,27.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,29,Mar,2021
Reservations,6.5,2.0,20.8,Capterra,USA,0.0,0,-20.8,29,Mar,2021
Reservations,4.0,1.0,10.4,GetApp,USA,0.0,0,-10.4,29,Mar,2021
Reservations,6.0,3.0,22.5,GetApp,UK,0.0,0,-22.5,29,Mar,2021
Swim School,7.0,1.0,2.0,Capterra,USA,0.0,0,-2.0,29,Mar,2021
Yoga Studio,5.0,1.0,11.75,Capterra,USA,0.0,0,-11.75,29,Mar,2021
Dance Studio,7.0,1.0,2.0,GetApp,Singapore,0.0,0,-2.0,30,Mar,2021
Membership Management,23.0,1.0,2.0,GetApp,Australia,0.0,0,-2.0,30,Mar,2021
Membership Management,42.67,3.0,6.0,Capterra,Canada,0.0,0,-6.0,30,Mar,2021
Membership Management,11.67,6.0,61.5,Capterra,USA,0.0,0,-61.5,30,Mar,2021
Reservations,6.0,1.0,10.4,Capterra,USA,0.0,0,-10.4,30,Mar,2021
Reservations,4.0,1.0,10.4,GetApp,USA,0.0,0,-10.4,30,Mar,2021
Scheduling,38.0,1.0,2.0,GetApp,UK,0.0,0,-2.0,30,Mar,2021
Scheduling,10.0,7.0,64.75,Capterra,USA,0.0,0,-64.75,30,Mar,2021
Swim School,6.0,1.0,2.0,GetApp,Canada,0.0,0,-2.0,30,Mar,2021
Yoga Studio,6.0,1.0,11.75,Capterra,USA,0.0,0,-11.75,30,Mar,2021
Coaching,10.0,2.0,4.0,Capterra,USA,0.0,0,-4.0,31,Mar,2021
Fitness,19.0,1.0,2.0,GetApp,Canada,1.0,0,-2.0,31,Mar,2021
Reservations,2.0,3.0,48.75,Capterra,USA,0.0,0,-48.75,31,Mar,2021
Reservations,1.0,2.0,37.0,GetApp,USA,0.0,0,-37.0,31,Mar,2021
Yoga Studio,20.0,1.0,2.0,Capterra,Canada,0.0,0,-2.0,31,Mar,2021
Club Management,19.0,1.0,2.0,Capterra,Australia,0.0,0,-2.0,1,Apr,2021
Club Management,1.0,1.0,12.0,Capterra,UK,0.0,0,-12.0,1,Apr,2021
Club Management,1.0,1.0,11.0,Capterra,USA,0.0,0,-11.0,1,Apr,2021
Fitness,4.0,1.0,11.25,Capterra,Canada,0.0,0,-11.25,1,Apr,2021
Fitness,1.0,1.0,11.25,Capterra,USA,0.0,0,-11.25,1,Apr,2021
Membership Management,70.0,1.0,2.0,Software Advice,USA,0.0,0,-2.0,1,Apr,2021
Reservations,5.0,2.0,20.5,GetApp,USA,0.0,0,-20.5,1,Apr,2021
Yoga Studio,10.0,2.0,23.5,Capterra,USA,0.0,0,-23.5,1,Apr,2021
Club Management,1.0,1.0,12.0,Capterra,UK,0.0,0,-12.0,2,Apr,2021
Coaching,1.0,1.0,5.25,Capterra,Canada,0.0,0,-5.25,2,Apr,2021
Fitness,4.0,1.0,11.25,Capterra,Canada,0.0,0,-11.25,2,Apr,2021
Fitness,10.0,1.0,11.25,Capterra,USA,0.0,0,-11.25,2,Apr,2021
Membership Management,1.0,2.0,20.5,Capterra,Singapore,0.0,0,-20.5,2,Apr,2021
